,PEOPLE_POSITIVE_CASES_COUNT,COUNTY_NAME,PROVINCE_STATE_NAME,REPORT_DATE,REPORT_DATE1,CONTINENT_NAME,DATA_SOURCE_NAME,PEOPLE_DEATH_NEW_COUNT,COUNTY_FIPS_NUMBER,COUNTRY_ALPHA_3_CODE,COUNTRY_SHORT_NAME,COUNTRY_ALPHA_2_CODE,PEOPLE_POSITIVE_NEW_CASES_COUNT,PEOPLE_DEATH_COUNT
22790,4057,,,2020-04-06,2020-04-06,Europe,JHU CSSE Global Timeseries,25,,ROU,Romania,RO,193,176
22791,4417,,,2020-04-07,2020-04-07,Europe,JHU CSSE Global Timeseries,21,,ROU,Romania,RO,360,197
22792,4761,,,2020-04-08,2020-04-08,Europe,JHU CSSE Global Timeseries,23,,ROU,Romania,RO,344,220
22793,5202,,,2020-04-09,2020-04-09,Europe,JHU CSSE Global Timeseries,28,,ROU,Romania,RO,441,248
22794,5467,,,2020-04-10,2020-04-10,Europe,JHU CSSE Global Timeseries,22,,ROU,Romania,RO,265,270
22795,5990,,,2020-04-11,2020-04-11,Europe,JHU CSSE Global Timeseries,21,,ROU,Romania,RO,523,291
22796,6300,,,2020-04-12,2020-04-12,Europe,JHU CSSE Global Timeseries,25,,ROU,Romania,RO,310,316
22797,6633,,,2020-04-13,2020-04-13,Europe,JHU CSSE Global Timeseries,15,,ROU,Romania,RO,333,331
22798,6879,,,2020-04-14,2020-04-14,Europe,JHU CSSE Global Timeseries,20,,ROU,Romania,RO,246,351
22799,7216,,,2020-04-15,2020-04-15,Europe,JHU CSSE Global Timeseries,21,,ROU,Romania,RO,337,372
22800,7707,,,2020-04-16,2020-04-16,Europe,JHU CSSE Global Timeseries,20,,ROU,Romania,RO,491,392
22801,8067,,,2020-04-17,2020-04-17,Europe,JHU CSSE Global Timeseries,19,,ROU,Romania,RO,360,411
22802,8418,,,2020-04-18,2020-04-18,Europe,JHU CSSE Global Timeseries,10,,ROU,Romania,RO,351,421
22803,8746,,,2020-04-19,2020-04-19,Europe,JHU CSSE Global Timeseries,30,,ROU,Romania,RO,328,451
22804,8936,,,2020-04-20,2020-04-20,Europe,JHU CSSE Global Timeseries,27,,ROU,Romania,RO,190,478
22805,9242,,,2020-04-21,2020-04-21,Europe,JHU CSSE Global Timeseries,20,,ROU,Romania,RO,306,498
22806,9710,,,2020-04-22,2020-04-22,Europe,JHU CSSE Global Timeseries,26,,ROU,Romania,RO,468,524
22807,10096,,,2020-04-23,2020-04-23,Europe,JHU CSSE Global Timeseries,21,,ROU,Romania,RO,386,545
22808,10417,,,2020-04-24,2020-04-24,Europe,JHU CSSE Global Timeseries,22,,ROU,Romania,RO,321,567
22809,10635,,,2020-04-25,2020-04-25,Europe,JHU CSSE Global Timeseries,34,,ROU,Romania,RO,218,601
22810,11036,,,2020-04-26,2020-04-26,Europe,JHU CSSE Global Timeseries,18,,ROU,Romania,RO,401,619
22811,11339,,,2020-04-27,2020-04-27,Europe,JHU CSSE Global Timeseries,22,,ROU,Romania,RO,303,641
22812,11616,,,2020-04-28,2020-04-28,Europe,JHU CSSE Global Timeseries,22,,ROU,Romania,RO,277,663
22813,11978,,,2020-04-29,2020-04-29,Europe,JHU CSSE Global Timeseries,30,,ROU,Romania,RO,362,693
22814,12240,,,2020-04-30,2020-04-30,Europe,JHU CSSE Global Timeseries,24,,ROU,Romania,RO,262,717
22815,12567,,,2020-05-01,2020-05-01,Europe,JHU CSSE Global Timeseries,27,,ROU,Romania,RO,327,744
22816,12732,,,2020-05-02,2020-05-02,Europe,JHU CSSE Global Timeseries,27,,ROU,Romania,RO,165,771
22817,13163,,,2020-05-03,2020-05-03,Europe,JHU CSSE Global Timeseries,19,,ROU,Romania,RO,431,790
22818,13512,,,2020-05-04,2020-05-04,Europe,JHU CSSE Global Timeseries,28,,ROU,Romania,RO,349,818
22819,13837,,,2020-05-05,2020-05-05,Europe,JHU CSSE Global Timeseries,23,,ROU,Romania,RO,325,841
22820,14107,,,2020-05-06,2020-05-06,Europe,JHU CSSE Global Timeseries,23,,ROU,Romania,RO,270,864
22821,14499,,,2020-05-07,2020-05-07,Europe,JHU CSSE Global Timeseries,24,,ROU,Romania,RO,392,888
22822,14811,,,2020-05-08,2020-05-08,Europe,JHU CSSE Global Timeseries,35,,ROU,Romania,RO,312,923
22823,15131,,,2020-05-09,2020-05-09,Europe,JHU CSSE Global Timeseries,16,,ROU,Romania,RO,320,939
22824,15362,,,2020-05-10,2020-05-10,Europe,JHU CSSE Global Timeseries,22,,ROU,Romania,RO,231,961
22825,15588,,,2020-05-11,2020-05-11,Europe,JHU CSSE Global Timeseries,21,,ROU,Romania,RO,226,982
22826,15778,,,2020-05-12,2020-05-12,Europe,JHU CSSE Global Timeseries,20,,ROU,Romania,RO,190,1002
22827,16002,,,2020-05-13,2020-05-13,Europe,JHU CSSE Global Timeseries,34,,ROU,Romania,RO,224,1036
22828,16247,,,2020-05-14,2020-05-14,Europe,JHU CSSE Global Timeseries,17,,ROU,Romania,RO,245,1053
22829,16437,,,2020-05-15,2020-05-15,Europe,JHU CSSE Global Timeseries,17,,ROU,Romania,RO,190,1070
22830,16704,,,2020-05-16,2020-05-16,Europe,JHU CSSE Global Timeseries,24,,ROU,Romania,RO,267,1094
22831,809601,,,2021-01-08,2021-01-08,Europe,JHU CSSE Global Timeseries,179,,CZE,Czechia,CZ,14861,12800
22832,822716,,,2021-01-09,2021-01-09,Europe,JHU CSSE Global Timeseries,178,,CZE,Czechia,CZ,13115,12978
22833,831165,,,2021-01-10,2021-01-10,Europe,JHU CSSE Global Timeseries,137,,CZE,Czechia,CZ,8449,13115
22834,835454,,,2021-01-11,2021-01-11,Europe,JHU CSSE Global Timeseries,157,,CZE,Czechia,CZ,4289,13272
22835,844799,,,2021-01-12,2021-01-12,Europe,JHU CSSE Global Timeseries,213,,CZE,Czechia,CZ,9345,13485
22836,855600,,,2021-01-13,2021-01-13,Europe,JHU CSSE Global Timeseries,171,,CZE,Czechia,CZ,10801,13656
22837,866522,,,2021-01-14,2021-01-14,Europe,JHU CSSE Global Timeseries,200,,CZE,Czechia,CZ,10922,13856
22838,874605,,,2021-01-15,2021-01-15,Europe,JHU CSSE Global Timeseries,173,,CZE,Czechia,CZ,8083,14029
22839,883906,,,2021-01-16,2021-01-16,Europe,JHU CSSE Global Timeseries,186,,CZE,Czechia,CZ,9301,14215
22840,889159,,,2021-01-17,2021-01-17,Europe,JHU CSSE Global Timeseries,123,,CZE,Czechia,CZ,5253,14338
22841,891852,,,2021-01-18,2021-01-18,Europe,JHU CSSE Global Timeseries,111,,CZE,Czechia,CZ,2693,14449
22842,899503,,,2021-01-19,2021-01-19,Europe,JHU CSSE Global Timeseries,197,,CZE,Czechia,CZ,7651,14646
22843,909131,,,2021-01-20,2021-01-20,Europe,JHU CSSE Global Timeseries,174,,CZE,Czechia,CZ,9628,14820
22844,917359,,,2021-01-21,2021-01-21,Europe,JHU CSSE Global Timeseries,153,,CZE,Czechia,CZ,8228,14973
22845,924847,,,2021-01-22,2021-01-22,Europe,JHU CSSE Global Timeseries,157,,CZE,Czechia,CZ,7488,15130
22846,933361,,,2021-01-23,2021-01-23,Europe,JHU CSSE Global Timeseries,140,,CZE,Czechia,CZ,8514,15270
22847,937617,,,2021-01-24,2021-01-24,Europe,JHU CSSE Global Timeseries,99,,CZE,Czechia,CZ,4256,15369
22848,940004,,,2021-01-25,2021-01-25,Europe,JHU CSSE Global Timeseries,84,,CZE,Czechia,CZ,2387,15453
22849,946946,,,2021-01-26,2021-01-26,Europe,JHU CSSE Global Timeseries,165,,CZE,Czechia,CZ,6942,15618
22850,1489512,,,2021-01-27,2021-01-27,Europe,JHU CSSE Global Timeseries,389,,POL,Poland,PL,6790,36054
22851,1496665,,,2021-01-28,2021-01-28,Europe,JHU CSSE Global Timeseries,389,,POL,Poland,PL,7153,36443
22852,1502810,,,2021-01-29,2021-01-29,Europe,JHU CSSE Global Timeseries,337,,POL,Poland,PL,6145,36780
22853,1508674,,,2021-01-30,2021-01-30,Europe,JHU CSSE Global Timeseries,302,,POL,Poland,PL,5864,37082
22854,1513385,,,2021-01-31,2021-01-31,Europe,JHU CSSE Global Timeseries,98,,POL,Poland,PL,4711,37180
22855,1515889,,,2021-02-01,2021-02-01,Europe,JHU CSSE Global Timeseries,42,,POL,Poland,PL,2504,37222
22856,1520215,,,2021-02-02,2021-02-02,Europe,JHU CSSE Global Timeseries,254,,POL,Poland,PL,4326,37476
22857,1527016,,,2021-02-03,2021-02-03,Europe,JHU CSSE Global Timeseries,421,,POL,Poland,PL,6801,37897
22858,1533511,,,2021-02-04,2021-02-04,Europe,JHU CSSE Global Timeseries,447,,POL,Poland,PL,6495,38344
22859,1539564,,,2021-02-05,2021-02-05,Europe,JHU CSSE Global Timeseries,368,,POL,Poland,PL,6053,38712
22860,1545530,,,2021-02-06,2021-02-06,Europe,JHU CSSE Global Timeseries,282,,POL,Poland,PL,5966,38994
22861,1550255,,,2021-02-07,2021-02-07,Europe,JHU CSSE Global Timeseries,93,,POL,Poland,PL,4725,39087
22862,1552686,,,2021-02-08,2021-02-08,Europe,JHU CSSE Global Timeseries,45,,POL,Poland,PL,2431,39132
22863,1556685,,,2021-02-09,2021-02-09,Europe,JHU CSSE Global Timeseries,228,,POL,Poland,PL,3999,39360
22864,1563645,,,2021-02-10,2021-02-10,Europe,JHU CSSE Global Timeseries,361,,POL,Poland,PL,6960,39721
22865,658,,,2021-03-04,2021-03-04,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22866,658,,,2021-03-05,2021-03-05,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22867,658,,,2021-03-06,2021-03-06,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22868,658,,,2021-03-07,2021-03-07,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22869,660,,,2021-03-08,2021-03-08,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,2,1
22870,660,,,2021-03-09,2021-03-09,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22871,660,,,2021-03-10,2021-03-10,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22872,660,,,2021-03-11,2021-03-11,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22873,660,,,2021-03-12,2021-03-12,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22874,660,,,2021-03-13,2021-03-13,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22875,661,,,2021-03-14,2021-03-14,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,1,1
22876,661,,,2021-03-15,2021-03-15,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22877,661,,,2021-03-16,2021-03-16,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22878,661,,,2021-03-17,2021-03-17,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22879,661,,,2021-03-18,2021-03-18,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22880,661,,,2021-03-19,2021-03-19,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22881,661,,,2021-03-20,2021-03-20,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22882,661,,,2021-03-21,2021-03-21,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22883,661,,,2021-03-22,2021-03-22,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22884,661,,,2021-03-23,2021-03-23,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22885,661,,,2021-03-24,2021-03-24,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22886,661,,,2021-03-25,2021-03-25,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22887,661,,,2021-03-26,2021-03-26,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22888,661,,,2021-03-27,2021-03-27,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22889,661,,,2021-03-28,2021-03-28,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22890,661,,,2021-03-29,2021-03-29,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22891,661,,,2021-03-30,2021-03-30,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22892,661,,,2021-03-31,2021-03-31,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22893,661,,,2021-04-01,2021-04-01,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22894,661,,,2021-04-02,2021-04-02,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22895,661,,,2021-04-03,2021-04-03,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22896,661,,,2021-04-04,2021-04-04,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22897,661,,,2021-04-05,2021-04-05,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22898,661,,,2021-04-06,2021-04-06,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22899,661,,,2021-04-07,2021-04-07,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22900,661,,,2021-04-08,2021-04-08,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22901,661,,,2021-04-09,2021-04-09,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22902,661,,,2021-04-10,2021-04-10,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22903,661,,,2021-04-11,2021-04-11,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22904,661,,,2021-04-12,2021-04-12,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22905,661,,,2021-04-13,2021-04-13,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22906,662,,,2021-04-14,2021-04-14,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,1,1
22907,662,,,2021-04-15,2021-04-15,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22908,662,,,2021-04-16,2021-04-16,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22909,662,,,2021-04-17,2021-04-17,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22910,662,,,2021-04-18,2021-04-18,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22911,662,,,2021-04-19,2021-04-19,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22912,663,,,2021-04-20,2021-04-20,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,1,1
22913,663,,,2021-04-21,2021-04-21,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22914,663,,,2021-04-22,2021-04-22,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22915,663,,,2021-04-23,2021-04-23,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22916,663,,,2021-04-24,2021-04-24,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22917,663,,,2021-04-25,2021-04-25,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22918,663,,,2021-04-26,2021-04-26,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22919,663,,,2021-04-27,2021-04-27,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22920,663,,,2021-04-28,2021-04-28,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22921,663,,,2021-04-29,2021-04-29,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22922,664,,,2021-04-30,2021-04-30,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,1,1
22923,664,,,2021-05-01,2021-05-01,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22924,664,,,2021-05-02,2021-05-02,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22925,664,,,2021-05-03,2021-05-03,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22926,665,,,2021-05-04,2021-05-04,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,1,1
22927,668,,,2021-05-05,2021-05-05,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,3,1
22928,668,,,2021-05-06,2021-05-06,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22929,668,,,2021-05-07,2021-05-07,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22930,668,,,2021-05-08,2021-05-08,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22931,668,,,2021-05-09,2021-05-09,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22932,668,,,2021-05-10,2021-05-10,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22933,669,,,2021-05-11,2021-05-11,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,1,1
22934,669,,,2021-05-12,2021-05-12,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22935,669,,,2021-05-13,2021-05-13,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22936,669,,,2021-05-14,2021-05-14,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22937,670,,,2021-05-15,2021-05-15,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,1,1
22938,670,,,2021-05-16,2021-05-16,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22939,670,,,2021-05-17,2021-05-17,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22940,670,,,2021-05-18,2021-05-18,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,0,1
22941,1188735,,,2021-11-21,2021-11-21,Europe,JHU CSSE Global Timeseries,0,,SWE,Sweden,SE,0,15110
22942,196611,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,14,,ALB,Albania,AL,623,3049
22943,1070419,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,27,,AUT,Austria,AT,13806,12042
22944,574799,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,33,,AZE,Azerbaijan,AZ,825,7657
22945,676750,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,254,,BGR,Bulgaria,BG,3462,27507
22946,269904,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,90,,BIH,Bosnia and Herzegovina,BA,1332,12309
22947,641919,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,17,,BLR,Belarus,BY,1713,4965
22948,2018069,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,225,,CZE,Czechia,CZ,22778,32304
22949,5096538,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,22,,ESP,Spain,ES,15875,87832
22950,3209,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,0,,FRO,Faroe Islands,FO,40,12
22951,16279,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,0,,GBR,Channel Islands,GB,587,103
22952,6944,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,0,,GIB,Gibraltar,GI,24,98
22953,571707,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,73,,HRV,Croatia,HR,1327,10376
22954,4321,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,0,,LIE,Liechtenstein,LI,177,61
22955,456425,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,26,,LTU,Lithuania,LT,867,6547
22956,86637,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,0,,LUX,Luxembourg,LU,677,862
22957,246465,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,17,,LVA,Latvia,LV,349,3967
22958,212375,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,13,,MKD,North Macedonia,MK,155,7449
22959,38771,,,2021-11-22,2021-11-22,Europe,JHU CSSE Global Timeseries,1,,MLT,Malta,MT,62,464
22960,0,,,2020-01-22,2020-01-22,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22961,0,,,2020-01-23,2020-01-23,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22962,0,,,2020-01-24,2020-01-24,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22963,0,,,2020-01-25,2020-01-25,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22964,0,,,2020-01-26,2020-01-26,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22965,0,,,2020-01-27,2020-01-27,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22966,0,,,2020-01-28,2020-01-28,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22967,0,,,2020-01-29,2020-01-29,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22968,0,,,2020-01-30,2020-01-30,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22969,0,,,2020-01-31,2020-01-31,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22970,0,,,2020-02-01,2020-02-01,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22971,0,,,2020-02-02,2020-02-02,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22972,0,,,2020-02-03,2020-02-03,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22973,0,,,2020-02-04,2020-02-04,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22974,0,,,2020-02-05,2020-02-05,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22975,0,,,2020-02-06,2020-02-06,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22976,0,,,2020-02-07,2020-02-07,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22977,0,,,2020-02-08,2020-02-08,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22978,0,,,2020-02-09,2020-02-09,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22979,0,,,2020-02-10,2020-02-10,Europe,JHU CSSE Global Timeseries,0,,SMR,San Marino,SM,0,0
22980,1123,,,2020-07-04,2020-07-04,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,1,30
22981,1124,,,2020-07-05,2020-07-05,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,1,30
22982,1127,,,2020-07-06,2020-07-06,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,3,30
22983,1134,,,2020-07-07,2020-07-07,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,7,30
22984,1141,,,2020-07-08,2020-07-08,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,7,30
22985,1154,,,2020-07-09,2020-07-09,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,13,30
22986,1165,,,2020-07-10,2020-07-10,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,11,30
22987,1173,,,2020-07-11,2020-07-11,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,8,30
22988,1173,,,2020-07-12,2020-07-12,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,0,30
22989,1174,,,2020-07-13,2020-07-13,Europe,JHU CSSE Global Timeseries,1,,LVA,Latvia,LV,1,31
22990,1174,,,2020-07-14,2020-07-14,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,0,31
22991,1178,,,2020-07-15,2020-07-15,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,4,31
22992,1179,,,2020-07-16,2020-07-16,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,1,31
22993,1185,,,2020-07-17,2020-07-17,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,6,31
22994,1189,,,2020-07-18,2020-07-18,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,4,31
22995,1192,,,2020-07-19,2020-07-19,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,3,31
22996,1192,,,2020-07-20,2020-07-20,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,0,31
22997,1193,,,2020-07-21,2020-07-21,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,1,31
22998,1197,,,2020-07-22,2020-07-22,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,4,31
22999,1203,,,2020-07-23,2020-07-23,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,6,31
23000,1205,,,2020-07-24,2020-07-24,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,2,31
23001,1206,,,2020-07-25,2020-07-25,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,1,31
23002,1219,,,2020-07-26,2020-07-26,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,13,31
23003,1219,,,2020-07-27,2020-07-27,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,0,31
23004,1220,,,2020-07-28,2020-07-28,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,1,31
23005,1224,,,2020-07-29,2020-07-29,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,4,31
23006,1228,,,2020-07-30,2020-07-30,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,4,31
23007,1231,,,2020-07-31,2020-07-31,Europe,JHU CSSE Global Timeseries,1,,LVA,Latvia,LV,3,32
23008,1238,,,2020-08-01,2020-08-01,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,7,32
23009,1243,,,2020-08-02,2020-08-02,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,5,32
23010,1246,,,2020-08-03,2020-08-03,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,3,32
23011,1249,,,2020-08-04,2020-08-04,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,3,32
23012,1257,,,2020-08-05,2020-08-05,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,8,32
23013,1275,,,2020-08-06,2020-08-06,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,18,32
23014,1281,,,2020-08-07,2020-08-07,Europe,JHU CSSE Global Timeseries,0,,LVA,Latvia,LV,6,32
